,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,BsmtFinSF1_nan,BsmtFinSF2_nan,BsmtUnfSF_nan,TotalBsmtSF_nan,BsmtFullBath_nan,BsmtHalfBath_nan,GarageYrBlt_nan,GarageCars_nan,GarageArea_nan
422,423,20,2,100.0,21750,1,0,3,1,0,1,6,0,1,4,4,5,5,54,54,2,0,3,4,0,0.0,1,2,2,2,3,1,5,0.0,4,0.0,988.0,988.0,1,4,1,1,988,0,0,988,0.0,0.0,1,0,2,1,1,4,3,0,0,3,54.0,2,2.0,520.0,2,3,0,0,0,0,0,0,0,0,2,2008,2,2,113000.0,0,0,0,0,0,0,0,0,0,0,0
423,424,60,2,80.0,9200,1,0,1,1,0,0,16,2,1,4,5,8,5,10,10,0,0,6,6,2,473.0,2,2,3,3,3,1,6,986.0,4,0.0,484.0,1470.0,1,3,1,2,1470,1160,0,2630,1.0,0.0,2,1,4,1,2,8,3,1,2,3,10.0,3,3.0,696.0,2,3,2,0,66,0,0,0,0,0,6,2008,2,2,315000.0,0,0,0,0,0,0,0,0,0,0,0
424,425,20,2,72.0,9000,1,0,1,1,0,0,5,2,1,4,4,6,5,52,52,0,0,2,0,2,74.0,1,2,2,3,3,1,3,616.0,4,0.0,580.0,1196.0,1,3,1,1,1196,0,0,1196,1.0,0.0,1,0,2,1,1,6,3,1,3,3,52.0,2,1.0,297.0,2,3,2,0,44,0,0,0,0,0,5,2008,2,2,139000.0,0,0,0,0,0,0,0,0,0,0,0
425,426,60,1,60.0,3378,1,0,3,1,0,0,3,2,1,4,5,7,8,63,17,0,0,3,4,0,0.0,1,1,2,2,3,1,5,0.0,4,0.0,651.0,651.0,1,3,1,2,707,682,0,1389,0.0,0.0,1,1,3,1,1,6,3,2,3,1,62.0,1,1.0,240.0,2,3,1,0,0,126,0,0,0,0,9,2009,2,2,135000.0,0,0,0,0,0,0,0,0,0,0,0
426,427,80,2,68.0,12800,1,0,2,1,0,1,7,2,1,4,3,7,5,20,20,0,0,2,0,2,145.0,2,2,3,3,3,4,6,1518.0,4,0.0,0.0,1518.0,1,3,1,2,1644,0,0,1644,1.0,1.0,2,0,2,1,2,5,3,1,2,3,20.0,3,2.0,569.0,2,3,2,80,0,0,0,396,0,0,8,2009,2,2,275000.0,1,0,0,0,0,0,0,0,0,0,0
427,428,20,2,77.0,8593,1,1,1,1,0,0,5,2,1,4,4,4,6,51,51,2,0,1,1,0,0.0,1,2,2,2,3,1,1,288.0,4,0.0,619.0,907.0,1,4,1,2,907,0,0,907,0.0,0.0,1,0,3,1,1,5,3,0,0,1,44.0,1,1.0,352.0,2,3,2,0,0,0,0,0,0,0,7,2008,2,2,109008.0,0,0,0,0,0,0,0,0,0,0,0
428,429,20,2,64.0,6762,1,0,1,1,0,0,11,2,1,4,4,7,5,0,0,0,0,6,6,2,108.0,2,2,3,3,3,1,6,664.0,4,0.0,544.0,1208.0,1,4,1,2,1208,0,0,1208,1.0,0.0,2,0,2,1,2,6,3,0,0,3,0.0,2,2.0,628.0,2,3,2,105,54,0,0,0,0,0,9,2007,3,3,195400.0,0,0,0,0,0,0,0,0,0,0,0
429,430,20,2,130.0,11457,1,1,1,1,2,0,14,2,1,4,4,6,5,21,21,0,0,3,4,0,0.0,1,2,2,3,3,2,6,1005.0,4,0.0,387.0,1392.0,1,2,1,2,1412,0,0,1412,1.0,0.0,2,0,3,1,2,6,3,1,2,3,21.0,1,2.0,576.0,2,3,2,0,0,169,0,0,0,0,3,2009,2,2,175000.0,0,0,0,0,0,0,0,0,0,0,0
430,431,160,1,21.0,1680,1,0,1,1,0,0,8,2,1,2,5,6,5,37,37,0,0,3,4,2,232.0,1,2,2,2,3,1,4,387.0,4,0.0,96.0,483.0,1,2,1,2,483,504,0,987,0.0,0.0,1,1,2,1,1,4,3,0,0,1,37.0,1,1.0,264.0,2,3,2,0,0,0,0,0,0,0,7,2008,0,0,85400.0,0,0,0,0,0,0,0,0,0,0,0
431,432,50,1,60.0,5586,1,1,0,1,0,0,3,1,1,4,1,6,7,88,10,0,0,1,1,0,0.0,1,2,1,2,3,1,5,0.0,4,0.0,901.0,901.0,1,3,1,2,1088,110,0,1198,0.0,0.0,1,0,4,1,1,7,3,0,0,0,29.0,0,0.0,0.0,0,0,0,0,98,0,0,0,0,0,9,2008,1,0,79900.0,0,0,0,0,0,0,0,0,1,0,0
432,433,160,1,24.0,1920,1,0,1,1,0,0,8,2,1,3,5,5,5,36,36,0,0,3,4,2,376.0,1,2,2,2,3,1,4,471.0,4,0.0,294.0,765.0,1,4,1,2,765,600,0,1365,1.0,0.0,1,1,2,1,1,6,1,0,0,1,36.0,1,2.0,440.0,2,3,2,240,36,0,0,0,0,0,8,2007,2,2,122500.0,0,0,0,0,0,0,0,0,0,0,0
433,434,60,2,100.0,10839,1,1,1,1,2,0,10,2,1,4,5,6,5,11,10,0,0,6,6,0,0.0,1,2,3,3,3,1,5,0.0,4,0.0,926.0,926.0,1,4,1,2,926,678,0,1604,0.0,0.0,2,1,3,1,1,7,3,1,2,3,11.0,3,2.0,470.0,2,3,2,0,36,0,0,0,0,0,7,2008,2,2,181000.0,0,0,0,0,0,0,0,0,0,0,0
434,435,180,1,21.0,1890,1,0,1,1,0,0,8,2,1,2,0,4,7,36,36,0,0,7,7,0,0.0,1,1,2,3,3,3,4,495.0,4,0.0,135.0,630.0,1,3,1,2,630,0,0,630,1.0,0.0,1,0,1,1,1,3,3,0,0,0,29.0,0,0.0,0.0,0,0,2,88,0,0,0,0,0,0,6,2008,2,2,81000.0,0,0,0,0,0,0,0,0,1,0,0
435,436,60,2,43.0,10667,1,3,1,1,4,0,11,3,1,4,5,7,6,13,13,0,0,6,6,0,0.0,2,2,3,3,3,3,6,385.0,5,344.0,70.0,799.0,1,4,1,2,827,834,0,1661,1.0,0.0,2,1,3,1,2,6,3,1,2,3,13.0,2,2.0,550.0,2,3,2,158,61,0,0,0,0,0,4,2009,1,2,212000.0,0,0,0,0,0,0,0,0,0,0,0
436,437,50,1,40.0,4400,1,0,1,1,0,0,3,2,1,4,1,6,8,86,56,0,0,0,3,0,0.0,1,2,1,1,3,1,5,0.0,4,0.0,648.0,648.0,1,2,1,1,734,384,0,1118,0.0,0.0,1,0,2,1,1,6,3,0,0,1,16.0,1,2.0,440.0,2,3,2,0,0,0,0,0,0,0,10,2006,2,2,116000.0,0,0,0,0,0,0,0,0,0,0,0
437,438,45,1,50.0,6000,1,0,1,1,0,0,1,2,1,4,2,6,7,83,5,0,0,2,0,0,0.0,2,2,3,2,3,1,5,0.0,4,0.0,884.0,884.0,1,3,1,2,904,0,0,904,0.0,0.0,1,0,2,1,1,4,3,0,0,1,83.0,1,1.0,180.0,2,3,2,0,0,105,0,0,0,0,1,2009,2,2,119000.0,0,0,0,0,0,0,0,0,0,0,0
438,439,30,2,40.0,4280,1,0,1,1,0,0,12,2,1,4,4,5,6,94,5,0,0,0,3,0,0.0,1,2,3,2,3,1,3,365.0,4,0.0,75.0,440.0,1,2,0,2,694,0,0,694,0.0,0.0,1,0,2,1,2,4,3,1,3,1,17.0,1,1.0,352.0,3,3,1,0,0,34,0,0,0,0,3,2007,2,2,90350.0,0,0,0,0,0,0,0,0,0,0,0
439,440,50,2,67.0,12354,1,0,1,1,2,0,2,2,1,4,1,6,8,89,9,0,0,2,0,0,0.0,1,2,1,2,2,2,5,0.0,4,0.0,684.0,684.0,1,3,1,2,684,512,0,1196,0.0,0.0,1,0,3,1,2,7,3,0,0,1,4.0,1,2.0,528.0,2,3,2,0,46,0,0,0,0,800,8,2009,1,2,110000.0,0,0,0,0,0,0,0,0,0,0,0
440,441,20,2,105.0,15431,1,0,1,1,0,0,15,2,1,4,4,10,5,1,1,2,0,6,6,3,200.0,3,2,3,4,3,4,6,1767.0,5,539.0,788.0,3094.0,1,4,1,2,2402,0,0,2402,1.0,0.0,2,0,2,1,3,10,3,2,3,3,1.0,3,3.0,672.0,2,3,2,0,72,0,0,170,0,0,4,2009,2,2,555000.0,0,0,0,0,0,0,0,0,0,0,0
441,442,90,2,92.0,12108,1,0,1,1,0,0,2,2,1,1,4,4,4,53,53,0,0,6,6,2,270.0,1,2,2,2,3,1,4,133.0,4,0.0,1307.0,1440.0,1,2,0,0,1440,0,0,1440,0.0,0.0,2,0,4,2,0,8,3,0,0,0,29.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,9,2008,2,2,118000.0,0,0,0,0,0,0,0,0,1,0,0
442,443,50,1,52.0,6240,1,0,1,1,0,0,1,2,1,4,1,5,7,78,16,0,0,1,1,0,0.0,1,2,3,2,3,1,5,0.0,4,0.0,1078.0,1078.0,1,2,1,2,1128,445,0,1573,0.0,0.0,2,0,3,1,1,8,3,1,3,1,78.0,1,2.0,360.0,2,3,1,0,0,0,0,0,0,0,6,2008,2,2,162900.0,0,0,0,0,0,0,0,0,0,0,0
443,444,120,2,53.0,3922,1,0,1,1,0,0,8,2,1,3,4,7,5,1,0,0,0,0,2,2,72.0,2,2,3,4,3,3,5,0.0,4,0.0,1258.0,1258.0,1,4,1,2,1258,0,0,1258,0.0,0.0,2,0,2,1,2,6,3,1,3,3,0.0,3,3.0,648.0,2,3,2,144,16,0,0,0,0,0,6,2007,3,3,172500.0,0,0,0,0,0,0,0,0,0,0,0
444,445,60,2,70.0,8750,1,0,1,1,0,0,11,2,1,4,5,7,5,14,13,0,0,6,6,0,0.0,2,1,3,3,3,1,6,642.0,4,0.0,273.0,915.0,1,4,1,2,933,975,0,1908,1.0,0.0,2,1,4,1,2,8,3,1,2,3,14.0,1,2.0,493.0,2,3,2,144,133,0,0,0,0,0,7,2008,2,2,210000.0,0,0,0,0,0,0,0,0,0,0,0
445,446,20,2,73.0,9855,1,0,1,1,2,0,2,2,1,4,4,6,5,53,53,2,0,2,0,0,0.0,1,2,2,2,3,1,5,0.0,4,0.0,1436.0,1436.0,1,1,1,2,1689,0,0,1689,0.0,0.0,1,0,3,1,1,7,3,1,3,3,53.0,1,2.0,480.0,2,3,2,0,0,0,0,0,0,0,11,2009,0,2,127500.0,0,0,0,0,0,0,0,0,0,0,0
446,447,20,2,137.0,16492,1,1,1,1,2,0,5,3,1,4,4,6,6,44,8,0,0,5,5,0,0.0,2,2,2,2,3,1,4,247.0,3,713.0,557.0,1517.0,1,4,1,2,1888,0,0,1888,0.0,0.0,2,1,2,1,2,6,2,1,3,3,44.0,3,2.0,578.0,2,3,2,0,0,0,0,0,0,0,6,2010,2,2,190000.0,0,0,0,0,0,0,0,0,0,0,0
447,448,60,2,68.0,11214,1,1,1,1,2,0,10,2,1,4,5,7,5,8,7,0,0,6,6,0,0.0,2,2,3,3,3,1,5,0.0,4,0.0,930.0,930.0,1,3,1,2,956,930,0,1886,0.0,0.0,2,1,4,1,2,10,3,1,2,3,8.0,3,2.0,431.0,2,3,2,89,0,0,0,0,0,0,7,2006,2,2,199900.0,1,0,0,0,0,0,0,0,0,0,0
448,449,50,1,50.0,8600,1,0,0,1,0,0,0,2,1,4,1,6,6,69,56,0,0,1,1,0,0.0,1,2,1,2,3,1,5,0.0,4,0.0,780.0,780.0,1,2,1,2,780,596,0,1376,0.0,0.0,2,0,3,1,1,7,3,1,3,1,69.0,1,1.0,198.0,2,3,0,0,0,0,0,0,0,0,6,2006,2,2,119500.0,0,0,0,0,0,0,0,0,0,0,0
449,450,50,1,50.0,6000,1,0,1,1,0,0,3,2,1,4,1,3,7,59,5,0,0,1,1,0,0.0,1,1,2,2,3,1,4,331.0,4,0.0,318.0,649.0,1,4,1,2,679,504,0,1183,0.0,0.0,1,1,2,1,1,6,3,0,0,1,26.0,1,1.0,308.0,2,3,2,0,176,0,0,0,0,0,6,2007,2,2,120000.0,0,0,0,0,0,0,0,0,0,0,0
450,451,30,1,70.0,5684,1,0,1,1,0,0,3,2,1,4,4,6,8,76,1,2,0,2,0,0,0.0,1,2,1,2,3,1,5,0.0,4,0.0,813.0,813.0,1,4,1,1,813,0,0,813,0.0,0.0,1,0,2,1,2,5,3,0,0,1,74.0,1,1.0,270.0,1,1,0,0,113,0,0,0,0,0,6,2006,2,2,110000.0,0,0,0,0,0,0,0,0,0,0,0
451,452,20,2,62.0,70761,1,1,2,1,0,1,8,2,1,4,4,7,5,31,31,0,1,4,5,0,0.0,1,2,2,3,3,4,4,655.0,4,0.0,878.0,1533.0,1,2,1,2,1533,0,0,1533,1.0,0.0,2,0,2,1,2,5,3,2,2,3,31.0,1,2.0,576.0,2,3,2,200,54,0,0,0,0,0,12,2006,2,2,280000.0,0,0,0,0,0,0,0,0,0,0,0
452,453,60,2,68.0,9303,1,1,1,1,2,0,14,2,1,4,5,6,5,11,10,2,0,6,6,2,42.0,2,2,3,4,3,1,4,742.0,4,0.0,130.0,872.0,1,4,1,2,888,868,0,1756,1.0,0.0,2,1,3,1,1,7,3,0,0,3,11.0,3,2.0,422.0,2,3,2,144,122,0,0,0,0,0,7,2007,2,2,204000.0,1,0,0,0,0,0,0,0,0,0,0
453,454,60,3,75.0,9000,1,0,1,1,0,0,13,2,1,4,5,8,5,1,1,0,0,6,6,0,0.0,2,2,3,3,3,1,5,0.0,4,0.0,768.0,768.0,1,4,1,2,786,804,0,1590,0.0,0.0,2,1,3,1,2,6,3,0,0,3,1.0,2,2.0,676.0,2,3,2,0,30,0,0,0,0,0,6,2009,2,2,210000.0,0,0,0,0,0,0,0,0,0,0,0
454,455,90,2,63.0,9297,1,0,1,1,0,0,6,2,1,1,4,5,5,30,30,0,0,4,5,0,0.0,1,2,2,2,3,1,4,1606.0,4,0.0,122.0,1728.0,1,2,1,2,1728,0,0,1728,2.0,0.0,2,0,4,2,1,8,3,0,0,1,30.0,1,2.0,560.0,2,3,2,0,0,0,0,0,0,0,7,2006,2,1,188000.0,0,0,0,0,0,0,0,0,0,0,0
455,456,20,2,80.0,9600,1,0,1,1,0,0,9,2,1,4,4,7,6,34,34,2,0,3,4,2,320.0,1,2,2,2,3,1,4,916.0,4,0.0,326.0,1242.0,1,1,1,2,1242,0,0,1242,0.0,0.0,1,1,3,1,1,6,3,1,2,3,34.0,1,2.0,528.0,2,3,2,0,0,0,0,0,0,0,9,2007,2,2,175500.0,0,0,0,0,0,0,0,0,0,0,0
456,457,70,1,34.0,4571,1,0,1,1,0,0,3,2,1,4,5,5,5,92,58,0,0,0,3,0,0.0,1,2,1,2,3,1,5,0.0,4,0.0,624.0,624.0,1,1,0,2,624,720,0,1344,0.0,0.0,1,0,4,1,1,7,3,0,0,1,92.0,1,3.0,513.0,1,1,2,0,0,96,0,0,0,0,5,2008,0,0,98000.0,0,0,0,0,0,0,0,0,0,0,0
457,458,20,2,68.0,53227,1,1,2,1,4,1,8,2,1,4,4,4,6,54,14,1,1,4,5,0,0.0,1,2,2,3,3,4,2,1116.0,4,0.0,248.0,1364.0,1,4,1,2,1663,0,0,1663,1.0,0.0,1,0,2,1,2,6,1,2,3,3,54.0,3,2.0,529.0,2,3,2,224,137,0,0,0,0,0,3,2008,2,2,256000.0,1,0,0,0,0,0,0,0,0,0,0
458,459,70,1,68.0,5100,1,0,1,1,0,0,3,2,1,4,5,8,7,83,12,2,0,0,2,0,0.0,1,1,3,2,3,1,5,0.0,4,0.0,588.0,588.0,1,1,1,2,833,833,0,1666,0.0,0.0,1,0,3,1,2,7,3,1,3,1,83.0,1,1.0,228.0,2,3,2,192,63,0,0,0,0,0,6,2008,2,2,161000.0,1,0,0,0,0,0,0,0,0,0,0
459,460,50,2,68.0,7015,1,1,0,1,2,0,1,2,1,4,1,5,4,59,59,0,0,1,1,1,161.0,1,2,2,2,3,1,3,185.0,4,0.0,524.0,709.0,1,2,1,2,979,224,0,1203,1.0,0.0,1,0,3,1,2,5,3,1,2,1,59.0,1,1.0,352.0,2,3,2,0,0,248,0,0,0,0,7,2009,2,2,110000.0,1,0,0,0,0,0,0,0,0,0,0
460,461,60,3,75.0,8004,1,1,1,1,0,0,13,3,1,4,5,8,5,0,0,0,0,6,6,3,110.0,2,2,3,3,3,1,6,544.0,4,0.0,288.0,832.0,1,4,1,2,832,1103,0,1935,1.0,0.0,2,1,3,1,1,8,3,0,0,4,0.0,3,2.0,552.0,2,3,2,0,150,0,0,0,0,0,12,2009,3,3,263435.0,0,0,0,0,0,0,0,0,0,0,0
461,462,70,2,60.0,7200,1,0,1,1,0,0,8,1,1,4,5,7,9,73,2,0,0,2,0,0,0.0,2,1,3,3,4,1,4,350.0,1,210.0,0.0,560.0,1,4,1,2,575,560,0,1135,1.0,0.0,1,0,3,1,2,6,3,0,0,1,38.0,2,2.0,576.0,2,3,2,256,0,0,0,0,0,0,4,2009,2,2,155000.0,0,0,0,0,0,0,0,0,0,0,0
462,463,20,2,60.0,8281,1,1,1,1,0,0,4,2,1,4,4,5,5,44,44,0,0,1,1,0,0.0,1,2,2,2,3,1,1,553.0,1,311.0,0.0,864.0,1,3,1,2,864,0,0,864,0.0,0.0,1,0,3,1,1,5,3,1,4,1,44.0,1,1.0,360.0,2,3,2,0,0,236,0,0,0,0,12,2009,2,2,62383.0,0,0,0,0,0,0,0,0,0,0,0
463,464,70,2,74.0,11988,1,1,3,1,0,1,12,2,1,4,5,6,7,74,13,2,0,0,3,0,0.0,1,2,2,2,3,1,3,326.0,4,0.0,389.0,715.0,1,1,1,1,849,811,0,1660,0.0,0.0,1,1,3,1,1,6,3,1,3,1,69.0,1,1.0,240.0,2,3,2,0,0,0,0,0,0,0,8,2008,2,2,188700.0,0,0,0,0,0,0,0,0,0,0,0
464,465,20,2,60.0,8430,1,0,3,1,0,1,11,2,1,4,4,5,5,31,31,0,0,3,4,2,136.0,1,2,2,3,3,1,1,616.0,4,0.0,424.0,1040.0,1,2,1,2,1040,0,0,1040,0.0,0.0,2,0,3,1,1,5,3,0,0,0,30.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,8,2009,2,2,124000.0,0,0,0,0,0,0,0,0,1,0,0
465,466,120,1,68.0,3072,1,0,1,1,0,0,8,2,1,3,4,7,5,2,2,2,0,6,6,2,18.0,2,2,3,3,3,1,5,0.0,4,0.0,1375.0,1375.0,1,4,1,2,1414,0,0,1414,0.0,0.0,2,0,2,1,2,6,3,1,2,3,2.0,3,2.0,398.0,2,3,2,144,20,0,0,0,0,0,5,2006,2,2,178740.0,1,0,0,0,0,0,0,0,0,0,0
466,467,20,2,85.0,10628,1,0,1,1,0,0,5,2,1,4,4,7,5,37,37,1,1,4,5,0,0.0,1,1,2,2,4,4,6,778.0,4,0.0,499.0,1277.0,1,2,1,2,1277,0,0,1277,1.0,0.0,1,0,2,1,1,5,3,1,4,3,37.0,1,2.0,526.0,2,3,2,0,0,0,0,176,0,0,4,2007,2,2,167000.0,0,0,0,0,0,0,0,0,0,0,0
467,468,70,2,79.0,9480,1,0,1,1,0,0,5,0,1,4,5,5,7,65,12,0,0,1,1,3,224.0,1,2,2,2,3,1,3,386.0,4,0.0,342.0,728.0,1,4,1,2,888,756,0,1644,0.0,0.0,1,1,3,1,2,7,3,2,3,3,65.0,1,1.0,312.0,2,3,2,168,0,0,0,0,0,0,6,2007,2,2,146500.0,0,0,0,0,0,0,0,0,0,0,0
468,469,20,2,98.0,11428,1,1,1,1,0,0,15,2,1,4,4,8,5,1,1,0,0,6,6,3,248.0,2,2,3,3,3,1,5,0.0,4,0.0,1626.0,1626.0,1,4,1,2,1634,0,0,1634,0.0,0.0,2,0,3,1,2,7,3,1,3,3,1.0,2,3.0,866.0,2,3,2,0,44,0,0,0,0,0,5,2007,2,2,250000.0,0,0,0,0,0,0,0,0,0,0,0
469,470,60,2,76.0,9291,1,1,1,1,2,0,7,3,1,4,5,6,5,15,15,0,0,3,4,2,120.0,2,2,3,3,3,1,6,426.0,4,0.0,406.0,832.0,1,4,1,2,832,878,0,1710,0.0,0.0,2,1,3,1,2,7,3,0,0,3,15.0,2,2.0,506.0,2,3,2,144,70,0,0,0,0,0,6,2008,2,2,187000.0,0,0,0,0,0,0,0,0,0,0,0
470,471,120,2,68.0,6820,1,1,1,1,2,0,8,2,1,3,4,8,5,25,25,0,0,3,4,0,0.0,2,2,3,3,3,3,6,368.0,1,1120.0,0.0,1488.0,1,2,1,2,1502,0,0,1502,1.0,0.0,1,1,1,1,2,4,3,0,0,3,25.0,2,2.0,528.0,2,3,2,0,54,0,0,140,0,0,6,2010,2,2,212000.0,1,0,0,0,0,0,0,0,0,0,0
471,472,60,2,92.0,11952,1,0,1,1,0,0,9,3,1,4,5,7,6,30,30,1,1,0,5,0,0.0,1,2,2,3,3,1,5,0.0,4,0.0,808.0,808.0,1,2,1,2,1161,808,0,1969,0.0,0.0,2,1,3,1,1,8,3,1,3,3,30.0,2,2.0,534.0,2,3,2,0,0,0,0,276,0,0,11,2007,2,2,190000.0,0,0,0,0,0,0,0,0,0,0,0
472,473,180,1,35.0,3675,1,0,1,1,0,0,2,2,1,3,3,6,5,3,3,0,0,6,6,2,80.0,1,2,3,3,3,4,6,459.0,4,0.0,88.0,547.0,1,4,1,2,1072,0,0,1072,1.0,0.0,1,0,2,1,1,5,3,0,0,2,3.0,2,2.0,525.0,2,3,2,0,28,0,0,0,0,0,6,2008,2,2,148000.0,0,0,0,0,0,0,0,0,0,0,0
473,474,20,2,110.0,14977,1,1,1,1,0,0,15,2,1,4,4,8,5,1,0,0,0,6,6,2,304.0,2,2,3,4,3,4,6,1350.0,4,0.0,626.0,1976.0,1,4,1,2,1976,0,0,1976,1.0,0.0,2,0,2,1,2,7,3,1,4,3,1.0,2,3.0,908.0,2,3,2,250,63,0,0,0,0,0,7,2007,3,3,440000.0,0,0,0,0,0,0,0,0,0,0,0
474,475,120,2,41.0,5330,1,0,1,1,0,0,8,2,1,3,4,8,5,7,7,0,0,7,7,0,0.0,2,2,3,3,3,3,6,1196.0,4,0.0,298.0,1494.0,1,4,1,2,1652,0,0,1652,1.0,0.0,2,0,2,1,3,6,3,0,0,3,7.0,2,2.0,499.0,2,3,2,96,48,0,0,0,0,0,8,2007,2,2,251000.0,0,0,0,0,0,0,0,0,0,0,0
475,476,20,2,80.0,8480,1,0,1,1,2,0,4,2,1,4,4,5,6,44,44,2,0,3,4,0,0.0,1,2,2,2,3,1,6,630.0,4,0.0,340.0,970.0,1,2,1,2,970,0,0,970,1.0,0.0,1,0,2,1,1,5,3,0,0,1,11.0,1,2.0,624.0,2,3,2,0,24,0,0,192,0,0,7,2007,2,2,132500.0,0,0,0,0,0,0,0,0,0,0,0
476,477,20,2,75.0,13125,1,0,1,1,0,1,11,2,1,4,4,6,5,11,10,0,0,6,6,2,215.0,1,2,3,3,3,4,6,994.0,4,0.0,484.0,1478.0,1,4,1,2,1493,0,0,1493,1.0,0.0,2,0,3,1,2,7,3,1,2,3,11.0,3,2.0,508.0,2,3,2,140,39,0,0,0,0,0,4,2008,2,2,208900.0,0,0,0,0,0,0,0,0,0,0,0
477,478,60,2,105.0,13693,1,0,1,1,0,0,15,2,1,4,5,9,5,1,1,2,0,6,6,2,772.0,3,2,3,3,3,3,5,0.0,4,0.0,2153.0,2153.0,1,4,1,2,2069,574,0,2643,0.0,0.0,2,1,3,1,3,9,3,1,3,4,1.0,3,3.0,694.0,2,3,2,414,84,0,0,0,0,0,3,2007,2,2,380000.0,0,0,0,0,0,0,0,0,0,0,0
478,479,20,2,79.0,10637,1,0,1,1,0,0,11,2,1,4,4,8,5,2,1,2,0,6,6,3,336.0,2,2,3,4,3,4,6,1288.0,4,0.0,417.0,1705.0,1,4,1,2,1718,0,0,1718,1.0,0.0,2,0,3,1,2,7,3,1,3,3,2.0,2,3.0,826.0,2,3,2,208,44,0,0,0,0,0,9,2009,2,2,297000.0,0,0,0,0,0,0,0,0,0,0,0
479,480,30,1,50.0,5925,1,0,0,1,0,0,3,2,1,4,4,4,7,70,7,2,0,0,3,1,435.0,1,2,1,1,3,1,1,168.0,4,0.0,739.0,907.0,1,2,1,2,1131,0,0,1131,0.0,0.0,1,0,2,1,1,7,3,0,0,1,12.0,1,2.0,672.0,2,3,2,0,72,0,0,0,0,0,3,2007,2,1,89471.0,0,0,0,0,0,0,0,0,0,0,0
480,481,20,2,98.0,16033,1,1,1,1,1,0,15,2,1,4,4,9,5,2,1,2,0,6,6,2,378.0,2,2,3,4,3,4,6,1261.0,4,0.0,572.0,1833.0,1,4,1,2,1850,0,0,1850,1.0,0.0,2,0,3,1,2,8,3,1,3,3,2.0,3,3.0,772.0,2,3,2,519,112,0,0,0,0,0,3,2006,2,2,326000.0,0,0,0,0,0,0,0,0,0,0,0
481,482,20,2,72.0,11846,1,1,3,1,0,0,15,2,1,4,4,9,5,3,2,2,0,6,6,2,562.0,2,2,3,4,3,4,6,1567.0,4,0.0,225.0,1792.0,1,4,1,2,1792,0,0,1792,1.0,0.0,2,0,2,1,3,6,3,1,3,3,3.0,3,3.0,874.0,2,3,2,206,49,0,0,0,0,0,8,2006,2,2,374000.0,0,0,0,0,0,0,0,0,0,0,0
482,483,70,1,50.0,2500,1,0,1,1,2,0,3,2,1,4,5,7,8,94,4,0,0,0,3,0,0.0,2,2,3,2,3,1,4,299.0,4,0.0,611.0,910.0,1,4,1,2,916,910,0,1826,1.0,0.0,1,1,4,1,3,7,0,1,3,3,94.0,1,1.0,164.0,1,1,2,0,0,0,0,0,0,0,6,2009,2,2,155000.0,0,0,0,0,0,0,0,0,0,0,0
483,484,120,1,32.0,4500,1,0,1,1,1,0,6,2,1,2,4,6,5,8,8,2,0,6,6,2,116.0,1,2,3,4,3,1,6,897.0,4,0.0,319.0,1216.0,1,4,1,2,1216,0,0,1216,1.0,0.0,2,0,2,1,1,5,3,0,0,3,8.0,1,2.0,402.0,2,3,2,0,125,0,0,0,0,0,5,2006,2,2,164000.0,0,0,0,0,0,0,0,0,0,0,0
484,485,20,2,68.0,7758,1,1,1,1,2,0,4,2,1,4,4,5,7,45,6,0,0,3,5,0,0.0,1,1,2,2,3,1,4,588.0,4,0.0,411.0,999.0,1,3,1,2,999,0,0,999,1.0,0.0,1,0,3,1,2,6,3,0,0,1,44.0,1,1.0,264.0,2,3,2,0,132,0,0,0,0,0,3,2007,2,2,132500.0,1,0,0,0,0,0,0,0,0,0,0
485,486,20,2,80.0,9600,1,0,1,1,0,0,5,2,1,4,4,5,7,59,2,0,0,1,1,0,0.0,2,2,2,2,3,1,4,607.0,4,0.0,506.0,1113.0,1,3,1,2,1113,0,0,1113,0.0,0.0,1,0,3,1,2,5,3,1,3,3,59.0,1,1.0,264.0,2,3,2,0,80,120,0,0,0,0,7,2009,2,2,147000.0,0,0,0,0,0,0,0,0,0,0,0
